ISO3,Country_Raw,Year,New_Infections,Predicted_Infections,EDI_Raw,ART_Coverage
CAN,CAN,2012.0,1900.0,2009.791463347593,-0.2476556768794303,49.0
CAN,CAN,2013.0,1800.0,1910.9176436540554,-0.263071929569764,63.0
CAN,CAN,2014.0,1800.0,1812.8220741293399,-0.0320473906920297,67.0
CAN,CAN,2015.0,1900.0,1788.823823556378,0.28157931482995513,70.0
CHE,CHE,2010.0,500.0,494.7305254269259,0.047548120535131196,70.0
CHE,CHE,2011.0,500.0,494.59438004534377,0.04878975906723915,73.0
CHE,CHE,2012.0,500.0,492.751047205048,0.065667023265462,75.0
CHE,CHE,2013.0,500.0,492.1807504351866,0.07091365833916798,77.0
CHE,CHE,2014.0,500.0,491.31039435836965,0.07894379200393259,78.0
CHE,CHE,2015.0,500.0,489.95760105469856,0.09148049977593356,79.0
CHL,CHL,2010.0,3000.0,2601.3291066224842,0.6955934473535563,40.0
CHL,CHL,2011.0,3100.0,2777.714080081812,0.5267436011502928,41.0
CHL,CHL,2012.0,3200.0,2863.8991157324326,0.5328511522414074,47.0
CHL,CHL,2013.0,3200.0,2956.585248662524,0.37385179002045016,51.0
CHL,CHL,2014.0,3300.0,2940.647386796269,0.5548973166651706,55.0
CHL,CHL,2015.0,3400.0,3023.492298215675,0.5655115636732333,57.0
CIV,CIV,2010.0,25000.0,26328.995298205347,-0.22992208208713252,15.0
CIV,CIV,2011.0,23000.0,24089.4340060198,-0.2059918078142299,19.0
CIV,CIV,2012.0,20000.0,21945.593386171404,-0.4037960834122709,22.0
CIV,CIV,2013.0,19000.0,18754.657379924436,0.05957805097943155,25.0
CIV,CIV,2014.0,16000.0,17774.742179314082,-0.4547169562939271,30.0
CIV,CIV,2015.0,16000.0,14757.92548415073,0.3832478586003115,34.0
CMR,CMR,2010.0,36000.0,40025.6566476531,-0.45819290106158483,15.0
CMR,CMR,2011.0,34000.0,35685.57976833848,-0.21517556437595578,18.0
CMR,CMR,2012.0,29000.0,33398.05543841016,-0.5998839837016496,21.0
CMR,CMR,2013.0,26000.0,28040.893478106027,-0.3315358245276007,23.0
CMR,CMR,2014.0,24000.0,25035.90285530007,-0.18846836386446772,25.0
CMR,CMR,2015.0,23000.0,22823.61813037785,0.0351993541818369,30.0
COD,COD,2010.0,44000.0,44048.029994586985,-0.004967597742859948,7.0
COD,COD,2011.0,43000.0,40801.19967195739,0.24550768521842298,9.0
COD,COD,2012.0,40000.0,39723.89386186793,0.03166456196025519,11.0
COD,COD,2013.0,38000.0,36750.750949736335,0.15485415692946625,14.0
COD,COD,2014.0,36000.0,34768.85229060539,0.1613068738882597,18.0
COD,COD,2015.0,35000.0,32647.706839963743,0.32821876835883446,21.0
COG,COG,2010.0,7600.0,7308.406972248181,0.18155200161875892,15.0
COG,COG,2011.0,7800.0,7512.899098688468,0.17389631337649156,17.0
COG,COG,2012.0,8100.0,7659.041757753556,0.2619979077416957,17.0
COG,COG,2013.0,8200.0,7895.267281929405,0.17564856723350458,20.0
COG,COG,2014.0,8500.0,7962.389599516445,0.30727087916888307,19.0
COG,COG,2015.0,8700.0,8198.593757468916,0.2783324273453996,20.0
