ISO3,Country_Raw,Year,New_Infections,Predicted_Infections,EDI_Raw,ART_Coverage
COL,COL,2010.0,12000.0,11339.637589454407,0.2651237390990506,16.0
COL,COL,2011.0,11000.0,11289.695963980144,-0.11682179885726499,23.0
COL,COL,2012.0,11000.0,10266.36914834402,0.32530045289892096,27.0
COL,COL,2013.0,11000.0,10199.805326406908,0.357128796635679,32.0
COL,COL,2014.0,11000.0,10143.96591844125,0.3841509777578385,35.0
COL,COL,2015.0,11000.0,10057.90796885903,0.4263836528884583,41.0
COM,COM,2010.0,100.0,92.03129815902622,0.35639835707104905,17.0
COM,COM,2011.0,100.0,92.12702694275274,0.35178467378938566,18.0
COM,COM,2012.0,100.0,90.61977287560035,0.42545367422624464,21.0
COM,COM,2013.0,100.0,90.45347177518114,0.43371825407394604,23.0
COM,COM,2014.0,100.0,90.1664739933404,0.44804605621304855,24.0
COM,COM,2015.0,100.0,89.07800053198234,0.5031460371860905,31.0
CPV,CPV,2010.0,200.0,182.39252778623617,0.4168118695848019,32.0
CPV,CPV,2011.0,200.0,181.2158799762646,0.44740480845831093,35.0
CPV,CPV,2012.0,200.0,180.25363707207464,0.4727047703949863,42.0
CPV,CPV,2013.0,200.0,179.5988416037761,0.4900681055732919,49.0
CPV,CPV,2014.0,500.0,178.15135020553032,7.79085184204226,53.0
CPV,CPV,2015.0,500.0,456.4059726145982,0.4256740552778846,52.0
CRI,CRI,2010.0,950.0,867.2654588210625,0.42959547419019567,35.0
CRI,CRI,2011.0,980.0,894.0334420204111,0.4331643799012946,36.0
CRI,CRI,2012.0,1000.0,911.282065095702,0.4386608521433216,35.0
CRI,CRI,2013.0,1000.0,926.3349197710759,0.35837898419076436,36.0
CRI,CRI,2014.0,1000.0,923.9270364462354,0.37104719784925594,37.0
CRI,CRI,2015.0,1100.0,920.8801719174079,0.8765188231387201,41.0
CUB,CUB,2010.0,2200.0,2075.0324719438245,0.2730692649064234,27.0
CUB,CUB,2011.0,2200.0,2080.0287578968096,0.26152518802969643,32.0
CUB,CUB,2012.0,2200.0,2041.2680292894909,0.35255699016865366,35.0
